源主机,源域,目的主机,目的域,服务,协议,端口,结论,层级,命中策略,经NAT,原因
MES-APP,server,NMS-02,mgmt,ICMP,icmp,,deny,l3,46,,被策略 46 拒绝：除网管区外不得访问设备管理网
MES-APP,server,VENDOR-CLOUD,internet,MES-WEB,tcp,8080,permit,l3,51,是,策略 51 放通，且经 NAT 出网
MES-APP,server,VENDOR-CLOUD,internet,MySQL,tcp,3306,permit,l3,51,是,策略 51 放通，且经 NAT 出网
MES-APP,server,VENDOR-CLOUD,internet,OPC-UA,tcp,4840,permit,l3,51,是,策略 51 放通，且经 NAT 出网
MES-APP,server,VENDOR-CLOUD,internet,HTTP,tcp,80,permit,l3,51,是,策略 51 放通，且经 NAT 出网
MES-APP,server,VENDOR-CLOUD,internet,HTTPS,tcp,443,permit,l3,51,是,策略 51 放通，且经 NAT 出网
MES-APP,server,VENDOR-CLOUD,internet,SMB,tcp,445,permit,l3,51,是,策略 51 放通，且经 NAT 出网
MES-APP,server,VENDOR-CLOUD,internet,SSH,tcp,22,permit,l3,51,是,策略 51 放通，且经 NAT 出网
MES-APP,server,VENDOR-CLOUD,internet,SNMP,udp,161,permit,l3,51,是,策略 51 放通，且经 NAT 出网
MES-APP,server,VENDOR-CLOUD,internet,NTP,udp,123,permit,l3,51,是,策略 51 放通，且经 NAT 出网
MES-APP,server,VENDOR-CLOUD,internet,ICMP,icmp,,permit,l3,51,是,策略 51 放通，且经 NAT 出网
MES-APP,server,PATCH-SRV,internet,MES-WEB,tcp,8080,permit,l3,51,是,策略 51 放通，且经 NAT 出网
MES-APP,server,PATCH-SRV,internet,MySQL,tcp,3306,permit,l3,51,是,策略 51 放通，且经 NAT 出网
MES-APP,server,PATCH-SRV,internet,OPC-UA,tcp,4840,permit,l3,51,是,策略 51 放通，且经 NAT 出网
MES-APP,server,PATCH-SRV,internet,HTTP,tcp,80,permit,l3,51,是,策略 51 放通，且经 NAT 出网
MES-APP,server,PATCH-SRV,internet,HTTPS,tcp,443,permit,l3,51,是,策略 51 放通，且经 NAT 出网
MES-APP,server,PATCH-SRV,internet,SMB,tcp,445,permit,l3,51,是,策略 51 放通，且经 NAT 出网
MES-APP,server,PATCH-SRV,internet,SSH,tcp,22,permit,l3,51,是,策略 51 放通，且经 NAT 出网
MES-APP,server,PATCH-SRV,internet,SNMP,udp,161,permit,l3,51,是,策略 51 放通，且经 NAT 出网
MES-APP,server,PATCH-SRV,internet,NTP,udp,123,permit,l3,51,是,策略 51 放通，且经 NAT 出网
MES-APP,server,PATCH-SRV,internet,ICMP,icmp,,permit,l3,51,是,策略 51 放通，且经 NAT 出网
MES-DB,server,PLC-01,workshop,MES-WEB,tcp,8080,deny,l3,42,,被策略 42 拒绝：服务器区不得主动访问生产设备（防横向移动）
MES-DB,server,PLC-01,workshop,MySQL,tcp,3306,deny,l3,42,,被策略 42 拒绝：服务器区不得主动访问生产设备（防横向移动）
MES-DB,server,PLC-01,workshop,OPC-UA,tcp,4840,deny,l3,42,,被策略 42 拒绝：服务器区不得主动访问生产设备（防横向移动）
MES-DB,server,PLC-01,workshop,HTTP,tcp,80,deny,l3,42,,被策略 42 拒绝：服务器区不得主动访问生产设备（防横向移动）
MES-DB,server,PLC-01,workshop,HTTPS,tcp,443,deny,l3,42,,被策略 42 拒绝：服务器区不得主动访问生产设备（防横向移动）
MES-DB,server,PLC-01,workshop,SMB,tcp,445,deny,l3,42,,被策略 42 拒绝：服务器区不得主动访问生产设备（防横向移动）
MES-DB,server,PLC-01,workshop,SSH,tcp,22,deny,l3,42,,被策略 42 拒绝：服务器区不得主动访问生产设备（防横向移动）
MES-DB,server,PLC-01,workshop,SNMP,udp,161,deny,l3,42,,被策略 42 拒绝：服务器区不得主动访问生产设备（防横向移动）
MES-DB,server,PLC-01,workshop,NTP,udp,123,deny,l3,42,,被策略 42 拒绝：服务器区不得主动访问生产设备（防横向移动）
MES-DB,server,PLC-01,workshop,ICMP,icmp,,deny,l3,42,,被策略 42 拒绝：服务器区不得主动访问生产设备（防横向移动）
MES-DB,server,PLC-02,workshop,MES-WEB,tcp,8080,deny,l3,42,,被策略 42 拒绝：服务器区不得主动访问生产设备（防横向移动）
MES-DB,server,PLC-02,workshop,MySQL,tcp,3306,deny,l3,42,,被策略 42 拒绝：服务器区不得主动访问生产设备（防横向移动）
MES-DB,server,PLC-02,workshop,OPC-UA,tcp,4840,deny,l3,42,,被策略 42 拒绝：服务器区不得主动访问生产设备（防横向移动）
MES-DB,server,PLC-02,workshop,HTTP,tcp,80,deny,l3,42,,被策略 42 拒绝：服务器区不得主动访问生产设备（防横向移动）
MES-DB,server,PLC-02,workshop,HTTPS,tcp,443,deny,l3,42,,被策略 42 拒绝：服务器区不得主动访问生产设备（防横向移动）
MES-DB,server,PLC-02,workshop,SMB,tcp,445,deny,l3,42,,被策略 42 拒绝：服务器区不得主动访问生产设备（防横向移动）
MES-DB,server,PLC-02,workshop,SSH,tcp,22,deny,l3,42,,被策略 42 拒绝：服务器区不得主动访问生产设备（防横向移动）
MES-DB,server,PLC-02,workshop,SNMP,udp,161,deny,l3,42,,被策略 42 拒绝：服务器区不得主动访问生产设备（防横向移动）
MES-DB,server,PLC-02,workshop,NTP,udp,123,deny,l3,42,,被策略 42 拒绝：服务器区不得主动访问生产设备（防横向移动）
MES-DB,server,PLC-02,workshop,ICMP,icmp,,deny,l3,42,,被策略 42 拒绝：服务器区不得主动访问生产设备（防横向移动）
MES-DB,server,ROBOT-01,workshop,MES-WEB,tcp,8080,deny,l3,42,,被策略 42 拒绝：服务器区不得主动访问生产设备（防横向移动）
MES-DB,server,ROBOT-01,workshop,MySQL,tcp,3306,deny,l3,42,,被策略 42 拒绝：服务器区不得主动访问生产设备（防横向移动）
MES-DB,server,ROBOT-01,workshop,OPC-UA,tcp,4840,deny,l3,42,,被策略 42 拒绝：服务器区不得主动访问生产设备（防横向移动）
MES-DB,server,ROBOT-01,workshop,HTTP,tcp,80,deny,l3,42,,被策略 42 拒绝：服务器区不得主动访问生产设备（防横向移动）
MES-DB,server,ROBOT-01,workshop,HTTPS,tcp,443,deny,l3,42,,被策略 42 拒绝：服务器区不得主动访问生产设备（防横向移动）
MES-DB,server,ROBOT-01,workshop,SMB,tcp,445,deny,l3,42,,被策略 42 拒绝：服务器区不得主动访问生产设备（防横向移动）
MES-DB,server,ROBOT-01,workshop,SSH,tcp,22,deny,l3,42,,被策略 42 拒绝：服务器区不得主动访问生产设备（防横向移动）
MES-DB,server,ROBOT-01,workshop,SNMP,udp,161,deny,l3,42,,被策略 42 拒绝：服务器区不得主动访问生产设备（防横向移动）
MES-DB,server,ROBOT-01,workshop,NTP,udp,123,deny,l3,42,,被策略 42 拒绝：服务器区不得主动访问生产设备（防横向移动）
MES-DB,server,ROBOT-01,workshop,ICMP,icmp,,deny,l3,42,,被策略 42 拒绝：服务器区不得主动访问生产设备（防横向移动）
MES-DB,server,HMI-01,workshop,MES-WEB,tcp,8080,deny,l3,42,,被策略 42 拒绝：服务器区不得主动访问生产设备（防横向移动）
MES-DB,server,HMI-01,workshop,MySQL,tcp,3306,deny,l3,42,,被策略 42 拒绝：服务器区不得主动访问生产设备（防横向移动）
MES-DB,server,HMI-01,workshop,OPC-UA,tcp,4840,deny,l3,42,,被策略 42 拒绝：服务器区不得主动访问生产设备（防横向移动）
MES-DB,server,HMI-01,workshop,HTTP,tcp,80,deny,l3,42,,被策略 42 拒绝：服务器区不得主动访问生产设备（防横向移动）
MES-DB,server,HMI-01,workshop,HTTPS,tcp,443,deny,l3,42,,被策略 42 拒绝：服务器区不得主动访问生产设备（防横向移动）
MES-DB,server,HMI-01,workshop,SMB,tcp,445,deny,l3,42,,被策略 42 拒绝：服务器区不得主动访问生产设备（防横向移动）
MES-DB,server,HMI-01,workshop,SSH,tcp,22,deny,l3,42,,被策略 42 拒绝：服务器区不得主动访问生产设备（防横向移动）
MES-DB,server,HMI-01,workshop,SNMP,udp,161,deny,l3,42,,被策略 42 拒绝：服务器区不得主动访问生产设备（防横向移动）
MES-DB,server,HMI-01,workshop,NTP,udp,123,deny,l3,42,,被策略 42 拒绝：服务器区不得主动访问生产设备（防横向移动）
MES-DB,server,HMI-01,workshop,ICMP,icmp,,deny,l3,42,,被策略 42 拒绝：服务器区不得主动访问生产设备（防横向移动）
MES-DB,server,ENG-WS,workshop,MES-WEB,tcp,8080,deny,l3,42,,被策略 42 拒绝：服务器区不得主动访问生产设备（防横向移动）
MES-DB,server,ENG-WS,workshop,MySQL,tcp,3306,deny,l3,42,,被策略 42 拒绝：服务器区不得主动访问生产设备（防横向移动）
MES-DB,server,ENG-WS,workshop,OPC-UA,tcp,4840,deny,l3,42,,被策略 42 拒绝：服务器区不得主动访问生产设备（防横向移动）
MES-DB,server,ENG-WS,workshop,HTTP,tcp,80,deny,l3,42,,被策略 42 拒绝：服务器区不得主动访问生产设备（防横向移动）
MES-DB,server,ENG-WS,workshop,HTTPS,tcp,443,deny,l3,42,,被策略 42 拒绝：服务器区不得主动访问生产设备（防横向移动）
MES-DB,server,ENG-WS,workshop,SMB,tcp,445,deny,l3,42,,被策略 42 拒绝：服务器区不得主动访问生产设备（防横向移动）
MES-DB,server,ENG-WS,workshop,SSH,tcp,22,deny,l3,42,,被策略 42 拒绝：服务器区不得主动访问生产设备（防横向移动）
MES-DB,server,ENG-WS,workshop,SNMP,udp,161,deny,l3,42,,被策略 42 拒绝：服务器区不得主动访问生产设备（防横向移动）
MES-DB,server,ENG-WS,workshop,NTP,udp,123,deny,l3,42,,被策略 42 拒绝：服务器区不得主动访问生产设备（防横向移动）
MES-DB,server,ENG-WS,workshop,ICMP,icmp,,deny,l3,42,,被策略 42 拒绝：服务器区不得主动访问生产设备（防横向移动）
MES-DB,server,PC-FIN-01,office,MES-WEB,tcp,8080,deny,l3,47,,被策略 47 拒绝：服务器区不得访问办公区（防数据外泄）
MES-DB,server,PC-FIN-01,office,MySQL,tcp,3306,deny,l3,47,,被策略 47 拒绝：服务器区不得访问办公区（防数据外泄）
MES-DB,server,PC-FIN-01,office,OPC-UA,tcp,4840,deny,l3,47,,被策略 47 拒绝：服务器区不得访问办公区（防数据外泄）
MES-DB,server,PC-FIN-01,office,HTTP,tcp,80,deny,l3,47,,被策略 47 拒绝：服务器区不得访问办公区（防数据外泄）
MES-DB,server,PC-FIN-01,office,HTTPS,tcp,443,deny,l3,47,,被策略 47 拒绝：服务器区不得访问办公区（防数据外泄）
MES-DB,server,PC-FIN-01,office,SMB,tcp,445,deny,l3,47,,被策略 47 拒绝：服务器区不得访问办公区（防数据外泄）
MES-DB,server,PC-FIN-01,office,SSH,tcp,22,deny,l3,47,,被策略 47 拒绝：服务器区不得访问办公区（防数据外泄）
MES-DB,server,PC-FIN-01,office,SNMP,udp,161,deny,l3,47,,被策略 47 拒绝：服务器区不得访问办公区（防数据外泄）
MES-DB,server,PC-FIN-01,office,NTP,udp,123,deny,l3,47,,被策略 47 拒绝：服务器区不得访问办公区（防数据外泄）
MES-DB,server,PC-FIN-01,office,ICMP,icmp,,deny,l3,47,,被策略 47 拒绝：服务器区不得访问办公区（防数据外泄）
MES-DB,server,PC-PLN-01,office,MES-WEB,tcp,8080,deny,l3,47,,被策略 47 拒绝：服务器区不得访问办公区（防数据外泄）
MES-DB,server,PC-PLN-01,office,MySQL,tcp,3306,deny,l3,47,,被策略 47 拒绝：服务器区不得访问办公区（防数据外泄）
MES-DB,server,PC-PLN-01,office,OPC-UA,tcp,4840,deny,l3,47,,被策略 47 拒绝：服务器区不得访问办公区（防数据外泄）
MES-DB,server,PC-PLN-01,office,HTTP,tcp,80,deny,l3,47,,被策略 47 拒绝：服务器区不得访问办公区（防数据外泄）
MES-DB,server,PC-PLN-01,office,HTTPS,tcp,443,deny,l3,47,,被策略 47 拒绝：服务器区不得访问办公区（防数据外泄）
MES-DB,server,PC-PLN-01,office,SMB,tcp,445,deny,l3,47,,被策略 47 拒绝：服务器区不得访问办公区（防数据外泄）
MES-DB,server,PC-PLN-01,office,SSH,tcp,22,deny,l3,47,,被策略 47 拒绝：服务器区不得访问办公区（防数据外泄）
MES-DB,server,PC-PLN-01,office,SNMP,udp,161,deny,l3,47,,被策略 47 拒绝：服务器区不得访问办公区（防数据外泄）
MES-DB,server,PC-PLN-01,office,NTP,udp,123,deny,l3,47,,被策略 47 拒绝：服务器区不得访问办公区（防数据外泄）
MES-DB,server,PC-PLN-01,office,ICMP,icmp,,deny,l3,47,,被策略 47 拒绝：服务器区不得访问办公区（防数据外泄）
MES-DB,server,PRINTER-01,office,MES-WEB,tcp,8080,deny,l3,47,,被策略 47 拒绝：服务器区不得访问办公区（防数据外泄）
MES-DB,server,PRINTER-01,office,MySQL,tcp,3306,deny,l3,47,,被策略 47 拒绝：服务器区不得访问办公区（防数据外泄）
MES-DB,server,PRINTER-01,office,OPC-UA,tcp,4840,deny,l3,47,,被策略 47 拒绝：服务器区不得访问办公区（防数据外泄）
MES-DB,server,PRINTER-01,office,HTTP,tcp,80,deny,l3,47,,被策略 47 拒绝：服务器区不得访问办公区（防数据外泄）
MES-DB,server,PRINTER-01,office,HTTPS,tcp,443,deny,l3,47,,被策略 47 拒绝：服务器区不得访问办公区（防数据外泄）
MES-DB,server,PRINTER-01,office,SMB,tcp,445,deny,l3,47,,被策略 47 拒绝：服务器区不得访问办公区（防数据外泄）
MES-DB,server,PRINTER-01,office,SSH,tcp,22,deny,l3,47,,被策略 47 拒绝：服务器区不得访问办公区（防数据外泄）
MES-DB,server,PRINTER-01,office,SNMP,udp,161,deny,l3,47,,被策略 47 拒绝：服务器区不得访问办公区（防数据外泄）
MES-DB,server,PRINTER-01,office,NTP,udp,123,deny,l3,47,,被策略 47 拒绝：服务器区不得访问办公区（防数据外泄）
MES-DB,server,PRINTER-01,office,ICMP,icmp,,deny,l3,47,,被策略 47 拒绝：服务器区不得访问办公区（防数据外泄）
MES-DB,server,MES-APP,server,MES-WEB,tcp,8080,permit,l2,,,同交换机二层直达
MES-DB,server,MES-APP,server,MySQL,tcp,3306,permit,l2,,,同交换机二层直达
MES-DB,server,MES-APP,server,OPC-UA,tcp,4840,permit,l2,,,同交换机二层直达
MES-DB,server,MES-APP,server,HTTP,tcp,80,permit,l2,,,同交换机二层直达
MES-DB,server,MES-APP,server,HTTPS,tcp,443,permit,l2,,,同交换机二层直达
MES-DB,server,MES-APP,server,SMB,tcp,445,permit,l2,,,同交换机二层直达
MES-DB,server,MES-APP,server,SSH,tcp,22,permit,l2,,,同交换机二层直达
MES-DB,server,MES-APP,server,SNMP,udp,161,permit,l2,,,同交换机二层直达
MES-DB,server,MES-APP,server,NTP,udp,123,permit,l2,,,同交换机二层直达
MES-DB,server,MES-APP,server,ICMP,icmp,,permit,l2,,,同交换机二层直达
MES-DB,server,OPCUA-GW,server,MES-WEB,tcp,8080,permit,l2,,,同交换机二层直达
MES-DB,server,OPCUA-GW,server,MySQL,tcp,3306,permit,l2,,,同交换机二层直达
MES-DB,server,OPCUA-GW,server,OPC-UA,tcp,4840,permit,l2,,,同交换机二层直达
MES-DB,server,OPCUA-GW,server,HTTP,tcp,80,permit,l2,,,同交换机二层直达
MES-DB,server,OPCUA-GW,server,HTTPS,tcp,443,permit,l2,,,同交换机二层直达
MES-DB,server,OPCUA-GW,server,SMB,tcp,445,permit,l2,,,同交换机二层直达
MES-DB,server,OPCUA-GW,server,SSH,tcp,22,permit,l2,,,同交换机二层直达
MES-DB,server,OPCUA-GW,server,SNMP,udp,161,permit,l2,,,同交换机二层直达
MES-DB,server,OPCUA-GW,server,NTP,udp,123,permit,l2,,,同交换机二层直达
MES-DB,server,OPCUA-GW,server,ICMP,icmp,,permit,l2,,,同交换机二层直达
MES-DB,server,NTP-SRV,server,MES-WEB,tcp,8080,permit,l2,,,同交换机二层直达
MES-DB,server,NTP-SRV,server,MySQL,tcp,3306,permit,l2,,,同交换机二层直达
MES-DB,server,NTP-SRV,server,OPC-UA,tcp,4840,permit,l2,,,同交换机二层直达
MES-DB,server,NTP-SRV,server,HTTP,tcp,80,permit,l2,,,同交换机二层直达
MES-DB,server,NTP-SRV,server,HTTPS,tcp,443,permit,l2,,,同交换机二层直达
MES-DB,server,NTP-SRV,server,SMB,tcp,445,permit,l2,,,同交换机二层直达
MES-DB,server,NTP-SRV,server,SSH,tcp,22,permit,l2,,,同交换机二层直达
MES-DB,server,NTP-SRV,server,SNMP,udp,161,permit,l2,,,同交换机二层直达
MES-DB,server,NTP-SRV,server,NTP,udp,123,permit,l2,,,同交换机二层直达
MES-DB,server,NTP-SRV,server,ICMP,icmp,,permit,l2,,,同交换机二层直达
MES-DB,server,NMS-01,mgmt,MES-WEB,tcp,8080,deny,l3,46,,被策略 46 拒绝：除网管区外不得访问设备管理网
MES-DB,server,NMS-01,mgmt,MySQL,tcp,3306,deny,l3,46,,被策略 46 拒绝：除网管区外不得访问设备管理网
MES-DB,server,NMS-01,mgmt,OPC-UA,tcp,4840,deny,l3,46,,被策略 46 拒绝：除网管区外不得访问设备管理网
MES-DB,server,NMS-01,mgmt,HTTP,tcp,80,deny,l3,46,,被策略 46 拒绝：除网管区外不得访问设备管理网
MES-DB,server,NMS-01,mgmt,HTTPS,tcp,443,deny,l3,46,,被策略 46 拒绝：除网管区外不得访问设备管理网
MES-DB,server,NMS-01,mgmt,SMB,tcp,445,deny,l3,46,,被策略 46 拒绝：除网管区外不得访问设备管理网
MES-DB,server,NMS-01,mgmt,SSH,tcp,22,deny,l3,46,,被策略 46 拒绝：除网管区外不得访问设备管理网
MES-DB,server,NMS-01,mgmt,SNMP,udp,161,deny,l3,46,,被策略 46 拒绝：除网管区外不得访问设备管理网
MES-DB,server,NMS-01,mgmt,NTP,udp,123,deny,l3,46,,被策略 46 拒绝：除网管区外不得访问设备管理网
MES-DB,server,NMS-01,mgmt,ICMP,icmp,,deny,l3,46,,被策略 46 拒绝：除网管区外不得访问设备管理网
MES-DB,server,NMS-02,mgmt,MES-WEB,tcp,8080,deny,l3,46,,被策略 46 拒绝：除网管区外不得访问设备管理网
MES-DB,server,NMS-02,mgmt,MySQL,tcp,3306,deny,l3,46,,被策略 46 拒绝：除网管区外不得访问设备管理网
MES-DB,server,NMS-02,mgmt,OPC-UA,tcp,4840,deny,l3,46,,被策略 46 拒绝：除网管区外不得访问设备管理网
MES-DB,server,NMS-02,mgmt,HTTP,tcp,80,deny,l3,46,,被策略 46 拒绝：除网管区外不得访问设备管理网
MES-DB,server,NMS-02,mgmt,HTTPS,tcp,443,deny,l3,46,,被策略 46 拒绝：除网管区外不得访问设备管理网
MES-DB,server,NMS-02,mgmt,SMB,tcp,445,deny,l3,46,,被策略 46 拒绝：除网管区外不得访问设备管理网
MES-DB,server,NMS-02,mgmt,SSH,tcp,22,deny,l3,46,,被策略 46 拒绝：除网管区外不得访问设备管理网
MES-DB,server,NMS-02,mgmt,SNMP,udp,161,deny,l3,46,,被策略 46 拒绝：除网管区外不得访问设备管理网
MES-DB,server,NMS-02,mgmt,NTP,udp,123,deny,l3,46,,被策略 46 拒绝：除网管区外不得访问设备管理网
MES-DB,server,NMS-02,mgmt,ICMP,icmp,,deny,l3,46,,被策略 46 拒绝：除网管区外不得访问设备管理网
MES-DB,server,VENDOR-CLOUD,internet,MES-WEB,tcp,8080,permit,l3,51,是,策略 51 放通，且经 NAT 出网
MES-DB,server,VENDOR-CLOUD,internet,MySQL,tcp,3306,permit,l3,51,是,策略 51 放通，且经 NAT 出网
MES-DB,server,VENDOR-CLOUD,internet,OPC-UA,tcp,4840,permit,l3,51,是,策略 51 放通，且经 NAT 出网
MES-DB,server,VENDOR-CLOUD,internet,HTTP,tcp,80,permit,l3,51,是,策略 51 放通，且经 NAT 出网
MES-DB,server,VENDOR-CLOUD,internet,HTTPS,tcp,443,permit,l3,51,是,策略 51 放通，且经 NAT 出网
MES-DB,server,VENDOR-CLOUD,internet,SMB,tcp,445,permit,l3,51,是,策略 51 放通，且经 NAT 出网
MES-DB,server,VENDOR-CLOUD,internet,SSH,tcp,22,permit,l3,51,是,策略 51 放通，且经 NAT 出网
MES-DB,server,VENDOR-CLOUD,internet,SNMP,udp,161,permit,l3,51,是,策略 51 放通，且经 NAT 出网
MES-DB,server,VENDOR-CLOUD,internet,NTP,udp,123,permit,l3,51,是,策略 51 放通，且经 NAT 出网
MES-DB,server,VENDOR-CLOUD,internet,ICMP,icmp,,permit,l3,51,是,策略 51 放通，且经 NAT 出网
MES-DB,server,PATCH-SRV,internet,MES-WEB,tcp,8080,permit,l3,51,是,策略 51 放通，且经 NAT 出网
